Datum,Zeit,Durée en secondes,Schlafstadium
2026.02.21 02:35:08,02:35:08,60,awake
2026.02.21 02:36:08,02:36:08,480,light
2026.02.21 02:44:08,02:44:08,60,awake
2026.02.21 02:45:08,02:45:08,780,light
2026.02.21 02:58:08,02:58:08,60,awake
2026.02.21 02:59:08,02:59:08,600,light
2026.02.21 03:09:08,03:09:08,60,awake
2026.02.21 03:10:08,03:10:08,300,light
2026.02.21 03:15:08,03:15:08,1080,rem
2026.02.21 03:33:08,03:33:08,120,awake
2026.02.21 03:35:08,03:35:08,420,light
2026.02.21 03:42:08,03:42:08,780,rem
2026.02.21 03:55:08,03:55:08,1260,light
2026.02.21 04:16:08,04:16:08,60,awake
2026.02.21 04:17:08,04:17:08,660,light
2026.02.21 04:28:08,04:28:08,60,awake
2026.02.21 04:29:08,04:29:08,780,light
2026.02.21 04:42:08,04:42:08,60,awake
2026.02.21 04:43:08,04:43:08,480,light
2026.02.21 04:51:08,04:51:08,900,awake
2026.02.21 05:06:08,05:06:08,1200,light
2026.02.21 05:26:08,05:26:08,240,rem
2026.02.21 05:30:08,05:30:08,60,awake
2026.02.21 05:31:08,05:31:08,120,light
2026.02.21 05:33:08,05:33:08,360,awake
2026.02.21 05:39:08,05:39:08,240,light
2026.02.21 05:43:08,05:43:08,180,rem
2026.02.21 05:46:08,05:46:08,60,awake
2026.02.21 05:47:08,05:47:08,120,rem
2026.02.21 05:49:08,05:49:08,60,awake
2026.02.21 05:50:08,05:50:08,420,rem
2026.02.21 05:57:08,05:57:08,120,awake
2026.02.21 05:59:08,05:59:08,60,rem
2026.02.21 06:00:08,06:00:08,720,awake
2026.02.21 06:12:08,06:12:08,480,light
2026.02.21 06:20:08,06:20:08,60,awake
2026.02.21 06:21:08,06:21:08,180,light
2026.02.21 06:24:08,06:24:08,60,awake
2026.02.21 06:25:08,06:25:08,120,light
2026.02.21 06:27:08,06:27:08,60,awake
2026.02.21 06:28:08,06:28:08,300,light
2026.02.21 06:33:08,06:33:08,120,awake
2026.02.21 06:35:08,06:35:08,1080,light
2026.02.21 06:53:08,06:53:08,120,awake
