Datum,Zeit,Durée en secondes,Schlafstadium
2026.02.18 01:38:27,01:38:27,960,light
2026.02.18 01:54:27,01:54:27,60,awake
2026.02.18 01:55:27,01:55:27,840,light
2026.02.18 02:09:27,02:09:27,60,awake
2026.02.18 02:10:27,02:10:27,60,light
2026.02.18 02:11:27,02:11:27,780,awake
2026.02.18 02:24:27,02:24:27,2160,light
2026.02.18 03:00:27,03:00:27,60,awake
2026.02.18 03:01:27,03:01:27,720,light
2026.02.18 03:13:27,03:13:27,120,awake
2026.02.18 03:15:27,03:15:27,120,light
2026.02.18 03:17:27,03:17:27,60,awake
2026.02.18 03:18:27,03:18:27,660,light
2026.02.18 03:29:27,03:29:27,120,awake
2026.02.18 03:31:27,03:31:27,540,light
2026.02.18 03:40:27,03:40:27,60,awake
2026.02.18 03:41:27,03:41:27,660,light
2026.02.18 03:52:27,03:52:27,120,rem
2026.02.18 03:54:27,03:54:27,240,light
2026.02.18 03:58:27,03:58:27,1080,rem
2026.02.18 04:16:27,04:16:27,60,awake
2026.02.18 04:17:27,04:17:27,180,light
2026.02.18 04:20:27,04:20:27,360,rem
2026.02.18 04:26:27,04:26:27,60,awake
2026.02.18 04:27:27,04:27:27,60,rem
2026.02.18 04:28:27,04:28:27,180,light
2026.02.18 04:31:27,04:31:27,60,rem
2026.02.18 04:32:27,04:32:27,1740,light
2026.02.18 05:01:27,05:01:27,60,awake
2026.02.18 05:02:27,05:02:27,1020,light
2026.02.18 05:19:27,05:19:27,60,awake
2026.02.18 05:20:27,05:20:27,600,light
2026.02.18 05:30:27,05:30:27,120,awake
2026.02.18 06:10:16,06:10:16,1080,light
2026.02.18 06:28:16,06:28:16,720,deep
2026.02.18 22:36:06,22:36:06,2760,light
2026.02.18 23:22:06,23:22:06,900,deep
2026.02.18 23:37:06,23:37:06,60,awake
2026.02.18 23:38:06,23:38:06,600,light
2026.02.18 23:48:06,23:48:06,60,awake
2026.02.18 23:49:06,23:49:06,1800,light
2026.02.19 00:19:06,00:19:06,660,deep
2026.02.19 00:30:06,00:30:06,300,light
2026.02.19 00:35:06,00:35:06,180,awake
2026.02.19 00:38:06,00:38:06,540,light
2026.02.19 00:47:06,00:47:06,480,rem
2026.02.19 00:55:06,00:55:06,60,awake
2026.02.19 00:56:06,00:56:06,840,light
2026.02.19 01:10:06,01:10:06,60,awake
2026.02.19 01:11:06,01:11:06,480,light
2026.02.19 01:19:06,01:19:06,60,awake
2026.02.19 01:20:06,01:20:06,480,light
2026.02.19 01:28:06,01:28:06,60,awake
2026.02.19 01:29:06,01:29:06,3300,light
2026.02.19 02:24:06,02:24:06,60,rem
2026.02.19 02:25:06,02:25:06,120,awake
2026.02.19 02:27:06,02:27:06,1680,light
2026.02.19 02:55:06,02:55:06,60,awake
2026.02.19 02:56:06,02:56:06,660,light
2026.02.19 03:07:06,03:07:06,60,awake
2026.02.19 03:08:06,03:08:06,1500,light
2026.02.19 03:33:06,03:33:06,60,awake
2026.02.19 03:34:06,03:34:06,1320,light
2026.02.19 03:56:06,03:56:06,60,rem
2026.02.19 03:57:06,03:57:06,660,light
2026.02.19 04:08:06,04:08:06,240,rem
2026.02.19 04:12:06,04:12:06,60,awake
2026.02.19 04:13:06,04:13:06,1200,light
2026.02.19 04:33:06,04:33:06,60,awake
2026.02.19 04:34:06,04:34:06,660,light
2026.02.19 04:45:06,04:45:06,60,awake
2026.02.19 04:46:06,04:46:06,480,light
2026.02.19 04:54:06,04:54:06,600,rem
2026.02.19 05:04:06,05:04:06,120,awake
2026.02.19 05:06:06,05:06:06,1140,light
2026.02.19 05:25:06,05:25:06,540,rem
2026.02.19 05:34:06,05:34:06,300,awake
2026.02.20 00:16:28,00:16:28,2340,light
2026.02.20 00:55:28,00:55:28,1320,deep
2026.02.20 01:17:28,01:17:28,60,awake
2026.02.20 01:18:28,01:18:28,960,light
2026.02.20 01:34:28,01:34:28,60,deep
2026.02.20 01:35:28,01:35:28,60,awake
2026.02.20 01:36:28,01:36:28,840,light
2026.02.20 01:50:28,01:50:28,120,deep
2026.02.20 01:52:28,01:52:28,240,light
2026.02.20 01:56:28,01:56:28,1860,rem
2026.02.20 02:27:28,02:27:28,180,light
2026.02.20 02:30:28,02:30:28,240,awake
2026.02.20 02:34:28,02:34:28,1020,light
2026.02.20 02:51:28,02:51:28,60,awake
2026.02.20 02:52:28,02:52:28,1320,light
2026.02.20 03:14:28,03:14:28,60,awake
2026.02.20 03:15:28,03:15:28,240,light
2026.02.20 03:19:28,03:19:28,60,awake
2026.02.20 03:20:28,03:20:28,1140,light
2026.02.20 03:39:28,03:39:28,360,rem
2026.02.20 03:45:28,03:45:28,60,light
2026.02.20 03:46:28,03:46:28,1080,rem
2026.02.20 04:04:28,04:04:28,120,awake
2026.02.20 04:06:28,04:06:28,2340,light
2026.02.20 04:45:28,04:45:28,60,awake
2026.02.20 04:46:28,04:46:28,240,light
2026.02.20 04:50:28,04:50:28,60,awake
2026.02.20 04:51:28,04:51:28,420,light
2026.02.20 04:58:28,04:58:28,60,awake
2026.02.20 04:59:28,04:59:28,420,light
2026.02.20 05:06:28,05:06:28,60,awake
2026.02.20 05:07:28,05:07:28,480,light
2026.02.20 05:15:28,05:15:28,120,awake
2026.02.20 05:17:28,05:17:28,360,light
2026.02.20 05:23:28,05:23:28,60,awake
2026.02.20 05:24:28,05:24:28,1380,light
2026.02.20 05:47:28,05:47:28,60,rem
2026.02.20 05:48:28,05:48:28,120,awake
2026.02.20 05:50:28,05:50:28,1200,light
2026.02.20 06:10:28,06:10:28,60,rem
2026.02.20 06:11:28,06:11:28,300,light
2026.02.20 06:16:28,06:16:28,180,rem
2026.02.20 06:19:28,06:19:28,60,awake
2026.02.20 06:20:28,06:20:28,180,rem
2026.02.20 06:23:28,06:23:28,120,awake
2026.02.20 06:25:28,06:25:28,180,light
2026.02.20 06:28:28,06:28:28,360,rem
2026.02.20 06:34:28,06:34:28,60,awake
2026.02.20 06:35:28,06:35:28,60,rem
2026.02.20 06:36:28,06:36:28,180,awake
2026.02.20 06:39:28,06:39:28,180,light
2026.02.20 06:42:28,06:42:28,240,rem
2026.02.20 06:46:28,06:46:28,60,awake
2026.02.20 06:47:28,06:47:28,60,rem
2026.02.20 06:48:28,06:48:28,420,awake
2026.02.20 06:55:28,06:55:28,360,light
2026.02.20 07:01:28,07:01:28,120,awake
2026.02.20 22:12:08,22:12:08,2700,light
2026.02.20 22:57:08,22:57:08,840,deep
2026.02.20 23:11:08,23:11:08,60,awake
2026.02.20 23:12:08,23:12:08,360,light
2026.02.20 23:18:08,23:18:08,60,awake
2026.02.20 23:19:08,23:19:08,960,light
2026.02.20 23:35:08,23:35:08,60,awake
2026.02.20 23:36:08,23:36:08,960,light
2026.02.20 23:52:08,23:52:08,1440,rem
2026.02.21 00:16:08,00:16:08,780,light
2026.02.21 00:29:08,00:29:08,60,awake
2026.02.21 00:30:08,00:30:08,960,light
2026.02.21 00:46:08,00:46:08,60,awake
2026.02.21 00:47:08,00:47:08,840,light
2026.02.21 01:01:08,01:01:08,60,awake
2026.02.21 01:02:08,01:02:08,720,light
2026.02.21 01:14:08,01:14:08,60,awake
2026.02.21 01:15:08,01:15:08,120,light
2026.02.21 01:17:08,01:17:08,120,awake
2026.02.21 01:19:08,01:19:08,900,light
2026.02.21 01:34:08,01:34:08,60,awake
2026.02.21 01:35:08,01:35:08,360,light
2026.02.21 01:41:08,01:41:08,60,awake
2026.02.21 01:42:08,01:42:08,3180,light
2026.02.21 02:35:08,02:35:08,60,awake
2026.02.21 02:36:08,02:36:08,480,light
2026.02.21 02:44:08,02:44:08,60,awake
2026.02.21 02:45:08,02:45:08,780,light
2026.02.21 02:58:08,02:58:08,60,awake
2026.02.21 02:59:08,02:59:08,600,light
2026.02.21 03:09:08,03:09:08,60,awake
2026.02.21 03:10:08,03:10:08,300,light
2026.02.21 03:15:08,03:15:08,1080,rem
2026.02.21 03:33:08,03:33:08,120,awake
2026.02.21 03:35:08,03:35:08,420,light
2026.02.21 03:42:08,03:42:08,780,rem
2026.02.21 03:55:08,03:55:08,1260,light
2026.02.21 04:16:08,04:16:08,60,awake
2026.02.21 04:17:08,04:17:08,660,light
2026.02.21 04:28:08,04:28:08,60,awake
2026.02.21 04:29:08,04:29:08,780,light
2026.02.21 04:42:08,04:42:08,60,awake
2026.02.21 04:43:08,04:43:08,480,light
2026.02.21 04:51:08,04:51:08,900,awake
2026.02.21 05:06:08,05:06:08,1200,light
2026.02.21 05:26:08,05:26:08,240,rem
2026.02.21 05:30:08,05:30:08,60,awake
2026.02.21 05:31:08,05:31:08,120,light
2026.02.21 05:33:08,05:33:08,360,awake
2026.02.21 05:39:08,05:39:08,240,light
2026.02.21 05:43:08,05:43:08,180,rem
2026.02.21 05:46:08,05:46:08,60,awake
2026.02.21 05:47:08,05:47:08,120,rem
2026.02.21 05:49:08,05:49:08,60,awake
2026.02.21 05:50:08,05:50:08,420,rem
2026.02.21 05:57:08,05:57:08,120,awake
2026.02.21 05:59:08,05:59:08,60,rem
2026.02.21 06:00:08,06:00:08,720,awake
2026.02.21 06:12:08,06:12:08,480,light
2026.02.21 06:20:08,06:20:08,60,awake
2026.02.21 06:21:08,06:21:08,180,light
2026.02.21 06:24:08,06:24:08,60,awake
2026.02.21 06:25:08,06:25:08,120,light
2026.02.21 06:27:08,06:27:08,60,awake
2026.02.21 06:28:08,06:28:08,300,light
2026.02.21 06:33:08,06:33:08,120,awake
2026.02.21 06:35:08,06:35:08,1080,light
2026.02.21 06:53:08,06:53:08,120,awake
2026.02.22 02:26:10,02:26:10,1080,light
2026.02.22 02:44:10,02:44:10,60,awake
2026.02.22 02:45:10,02:45:10,1140,light
2026.02.22 03:04:10,03:04:10,60,deep
2026.02.22 03:05:10,03:05:10,60,awake
2026.02.22 03:06:10,03:06:10,360,light
2026.02.22 03:12:10,03:12:10,600,deep
2026.02.22 03:22:10,03:22:10,60,awake
2026.02.22 03:23:10,03:23:10,540,light
2026.02.22 03:32:10,03:32:10,60,awake
2026.02.22 03:33:10,03:33:10,480,light
2026.02.22 03:41:10,03:41:10,60,awake
2026.02.22 03:42:10,03:42:10,420,light
2026.02.22 03:49:10,03:49:10,60,awake
2026.02.22 03:50:10,03:50:10,3420,light
2026.02.22 04:47:10,04:47:10,60,awake
2026.02.22 04:48:10,04:48:10,600,light
2026.02.22 04:58:10,04:58:10,60,awake
2026.02.22 04:59:10,04:59:10,360,light
2026.02.22 05:05:10,05:05:10,60,awake
2026.02.22 05:06:10,05:06:10,360,light
2026.02.22 05:12:10,05:12:10,60,awake
2026.02.22 05:13:10,05:13:10,480,light
2026.02.22 05:21:10,05:21:10,60,awake
2026.02.22 05:22:10,05:22:10,540,light
2026.02.22 05:31:10,05:31:10,60,awake
2026.02.22 05:32:10,05:32:10,1500,light
2026.02.22 05:57:10,05:57:10,60,awake
2026.02.22 05:58:10,05:58:10,1560,light
2026.02.22 06:24:10,06:24:10,120,awake
2026.02.22 06:26:10,06:26:10,300,light
2026.02.22 06:31:10,06:31:10,60,awake
2026.02.22 06:32:10,06:32:10,480,light
2026.02.22 06:40:10,06:40:10,60,rem
2026.02.22 06:41:10,06:41:10,60,awake
2026.02.22 06:42:10,06:42:10,360,light
2026.02.22 06:48:10,06:48:10,480,rem
2026.02.22 06:56:10,06:56:10,900,light
2026.02.22 07:11:10,07:11:10,60,awake
2026.02.22 07:12:10,07:12:10,960,light
2026.02.22 07:28:10,07:28:10,60,awake
2026.02.22 07:29:10,07:29:10,720,light
2026.02.22 07:41:10,07:41:10,60,awake
2026.02.22 07:42:10,07:42:10,360,light
2026.02.22 07:48:10,07:48:10,60,awake
2026.02.22 07:49:10,07:49:10,360,light
2026.02.22 07:55:10,07:55:10,1500,rem
2026.02.22 08:20:10,08:20:10,60,awake
2026.02.22 08:21:10,08:21:10,240,light
2026.02.22 08:25:10,08:25:10,240,rem
2026.02.22 08:29:10,08:29:10,60,awake
2026.02.22 08:30:10,08:30:10,1080,light
2026.02.22 08:48:10,08:48:10,60,awake
2026.02.22 08:49:10,08:49:10,360,light
2026.02.22 08:55:10,08:55:10,60,awake
2026.02.22 08:56:10,08:56:10,120,light
2026.02.22 08:58:10,08:58:10,60,awake
2026.02.22 08:59:10,08:59:10,480,light
2026.02.22 09:07:10,09:07:10,60,rem
2026.02.22 09:08:10,09:08:10,180,light
2026.02.22 09:11:10,09:11:10,60,rem
2026.02.22 09:12:10,09:12:10,60,awake
2026.02.22 09:13:10,09:13:10,120,light
2026.02.22 09:15:10,09:15:10,60,awake
2026.02.22 09:16:10,09:16:10,360,light
2026.02.22 09:22:10,09:22:10,120,awake
2026.02.22 22:17:29,22:17:29,1800,light
2026.02.22 22:47:29,22:47:29,60,awake
2026.02.22 22:48:29,22:48:29,1260,light
2026.02.22 23:09:29,23:09:29,1080,deep
2026.02.22 23:27:29,23:27:29,780,light
2026.02.22 23:40:29,23:40:29,360,rem
2026.02.22 23:46:29,23:46:29,60,awake
2026.02.22 23:47:29,23:47:29,240,light
2026.02.22 23:51:29,23:51:29,180,rem
2026.02.22 23:54:29,23:54:29,60,awake
2026.02.22 23:55:29,23:55:29,300,rem
2026.02.23 00:00:29,00:00:29,60,awake
2026.02.23 00:01:29,00:01:29,660,rem
2026.02.23 00:12:29,00:12:29,1500,light
2026.02.23 00:37:29,00:37:29,60,awake
2026.02.23 00:38:29,00:38:29,1860,light
2026.02.23 01:09:29,01:09:29,60,awake
2026.02.23 01:10:29,01:10:29,300,light
2026.02.23 01:15:29,01:15:29,180,awake
2026.02.23 01:18:29,01:18:29,300,light
2026.02.23 01:23:29,01:23:29,60,rem
2026.02.23 01:24:29,01:24:29,120,awake
